id,frontendId,title,translatedTitle,difficulty,status,paidOnly,acRate,isInMyFavorites,titleSlug,url,topicTags
514,514,Freedom Trail,自由之路,HARD,TO_DO,False,0.5459075513535905,False,freedom-trail,https://leetcode.cn/problems/freedom-trail/description/,深度优先搜索;广度优先搜索;字符串;动态规划
515,515,Find Largest Value in Each Tree Row,在每个树行中找最大值,MEDIUM,TO_DO,False,0.6671397731078782,False,find-largest-value-in-each-tree-row,https://leetcode.cn/problems/find-largest-value-in-each-tree-row/description/,树;深度优先搜索;广度优先搜索;二叉树
516,516,Longest Palindromic Subsequence,最长回文子序列,MEDIUM,TO_DO,False,0.6760069436299233,False,longest-palindromic-subsequence,https://leetcode.cn/problems/longest-palindromic-subsequence/description/,字符串;动态规划
517,517,Super Washing Machines,超级洗衣机,HARD,SOLVED,False,0.5118733988626247,False,super-washing-machines,https://leetcode.cn/problems/super-washing-machines/description/,贪心;数组
518,518,Coin Change II,零钱兑换 II,MEDIUM,TO_DO,False,0.6592232158639054,False,coin-change-ii,https://leetcode.cn/problems/coin-change-ii/description/,数组;动态规划
913,519,Random Flip Matrix,随机翻转矩阵,MEDIUM,TO_DO,False,0.4637523507503964,False,random-flip-matrix,https://leetcode.cn/problems/random-flip-matrix/description/,水塘抽样;哈希表;数学;随机化
520,520,Detect Capital,检测大写字母,EASY,TO_DO,False,0.5734690249755577,False,detect-capital,https://leetcode.cn/problems/detect-capital/description/,字符串
521,521,Longest Uncommon Subsequence I,最长特殊序列 Ⅰ,EASY,TO_DO,False,0.7458313462680823,False,longest-uncommon-subsequence-i,https://leetcode.cn/problems/longest-uncommon-subsequence-i/description/,字符串
522,522,Longest Uncommon Subsequence II,最长特殊序列 II,MEDIUM,TO_DO,False,0.52088572832654,False,longest-uncommon-subsequence-ii,https://leetcode.cn/problems/longest-uncommon-subsequence-ii/description/,数组;哈希表;双指针;字符串;排序
523,523,Continuous Subarray Sum,连续的子数组和,MEDIUM,TO_DO,False,0.2970650856786861,False,continuous-subarray-sum,https://leetcode.cn/problems/continuous-subarray-sum/description/,数组;哈希表;数学;前缀和
524,524,Longest Word in Dictionary through Deleting,通过删除字母匹配到字典里最长单词,MEDIUM,TO_DO,False,0.5094928719303856,False,longest-word-in-dictionary-through-deleting,https://leetcode.cn/problems/longest-word-in-dictionary-through-deleting/description/,数组;双指针;字符串;排序
525,525,Contiguous Array,连续数组,MEDIUM,TO_DO,False,0.5613712100518984,False,contiguous-array,https://leetcode.cn/problems/contiguous-array/description/,数组;哈希表;前缀和
526,526,Beautiful Arrangement,优美的排列,MEDIUM,TO_DO,False,0.7178114999046267,False,beautiful-arrangement,https://leetcode.cn/problems/beautiful-arrangement/description/,位运算;数组;动态规划;回溯;位掩码
527,527,Word Abbreviation,单词缩写,HARD,TO_DO,True,0.6094069529652352,False,word-abbreviation,https://leetcode.cn/problems/word-abbreviation/description/,贪心;字典树;数组;字符串;排序
912,528,Random Pick with Weight,按权重随机选择,MEDIUM,TO_DO,False,0.4988011092345864,False,random-pick-with-weight,https://leetcode.cn/problems/random-pick-with-weight/description/,数组;数学;二分查找;前缀和;随机化
529,529,Minesweeper,扫雷游戏,MEDIUM,TO_DO,False,0.6454885843846633,False,minesweeper,https://leetcode.cn/problems/minesweeper/description/,深度优先搜索;广度优先搜索;数组;矩阵
530,530,Minimum Absolute Difference in BST,二叉搜索树的最小绝对差,EASY,TO_DO,False,0.6303200874158954,False,minimum-absolute-difference-in-bst,https://leetcode.cn/problems/minimum-absolute-difference-in-bst/description/,树;深度优先搜索;广度优先搜索;二叉搜索树;二叉树
531,531,Lonely Pixel I,孤独像素 I,MEDIUM,TO_DO,True,0.6450581395348837,False,lonely-pixel-i,https://leetcode.cn/problems/lonely-pixel-i/description/,数组;哈希表;矩阵
532,532,K-diff Pairs in an Array,数组中的 k-diff 数对,MEDIUM,TO_DO,False,0.4706876785263199,False,k-diff-pairs-in-an-array,https://leetcode.cn/problems/k-diff-pairs-in-an-array/description/,数组;哈希表;双指针;二分查找;排序
533,533,Lonely Pixel II,孤独像素 II,MEDIUM,TO_DO,True,0.5112009956440573,False,lonely-pixel-ii,https://leetcode.cn/problems/lonely-pixel-ii/description/,数组;哈希表;矩阵
1181,534,Game Play Analysis III,游戏玩法分析 III,MEDIUM,SOLVED,True,0.7078110441096324,False,game-play-analysis-iii,https://leetcode.cn/problems/game-play-analysis-iii/description/,数据库
535,535,Encode and Decode TinyURL,TinyURL 的加密与解密,MEDIUM,TO_DO,False,0.8727156892331422,False,encode-and-decode-tinyurl,https://leetcode.cn/problems/encode-and-decode-tinyurl/description/,设计;哈希表;字符串;哈希函数
536,536,Construct Binary Tree from String,从字符串生成二叉树,MEDIUM,TO_DO,True,0.5663036515054453,False,construct-binary-tree-from-string,https://leetcode.cn/problems/construct-binary-tree-from-string/description/,栈;树;深度优先搜索;字符串;二叉树
537,537,Complex Number Multiplication,复数乘法,MEDIUM,TO_DO,False,0.7415610113594724,False,complex-number-multiplication,https://leetcode.cn/problems/complex-number-multiplication/description/,数学;字符串;模拟
538,538,Convert BST to Greater Tree,把二叉搜索树转换为累加树,MEDIUM,TO_DO,False,0.7869097857753393,False,convert-bst-to-greater-tree,https://leetcode.cn/problems/convert-bst-to-greater-tree/description/,树;深度优先搜索;二叉搜索树;二叉树
539,539,Minimum Time Difference,最小时间差,MEDIUM,SOLVED,False,0.6551915065651861,False,minimum-time-difference,https://leetcode.cn/problems/minimum-time-difference/description/,数组;数学;字符串;排序
540,540,Single Element in a Sorted Array,有序数组中的单一元素,MEDIUM,TO_DO,False,0.6053516968520752,False,single-element-in-a-sorted-array,https://leetcode.cn/problems/single-element-in-a-sorted-array/description/,数组;二分查找
541,541,Reverse String II,反转字符串 II,EASY,TO_DO,False,0.5794193768990623,False,reverse-string-ii,https://leetcode.cn/problems/reverse-string-ii/description/,双指针;字符串
542,542,01 Matrix,01 矩阵,MEDIUM,TO_DO,False,0.4789088513381172,False,01-matrix,https://leetcode.cn/problems/01-matrix/description/,广度优先搜索;数组;动态规划;矩阵
543,543,Diameter of Binary Tree,二叉树的直径,EASY,TO_DO,False,0.6403058798881556,False,diameter-of-binary-tree,https://leetcode.cn/problems/diameter-of-binary-tree/description/,树;深度优先搜索;二叉树
544,544,Output Contest Matches,输出比赛匹配对,MEDIUM,TO_DO,True,0.7280734632683659,False,output-contest-matches,https://leetcode.cn/problems/output-contest-matches/description/,递归;字符串;模拟
545,545,Boundary of Binary Tree,二叉树的边界,MEDIUM,TO_DO,True,0.46618357487922707,False,boundary-of-binary-tree,https://leetcode.cn/problems/boundary-of-binary-tree/description/,树;深度优先搜索;二叉树
546,546,Remove Boxes,移除盒子,HARD,TO_DO,False,0.6015415373283527,False,remove-boxes,https://leetcode.cn/problems/remove-boxes/description/,记忆化;数组;动态规划
547,547,Number of Provinces,省份数量,MEDIUM,TO_DO,False,0.6284476137129748,False,number-of-provinces,https://leetcode.cn/problems/number-of-provinces/description/,深度优先搜索;广度优先搜索;并查集;图
548,548,Split Array with Equal Sum,将数组分割成和相等的子数组,HARD,TO_DO,True,0.39328507239141286,False,split-array-with-equal-sum,https://leetcode.cn/problems/split-array-with-equal-sum/description/,数组;哈希表;前缀和
549,549,Binary Tree Longest Consecutive Sequence II,二叉树最长连续序列 II,MEDIUM,TO_DO,True,0.47366921235609255,False,binary-tree-longest-consecutive-sequence-ii,https://leetcode.cn/problems/binary-tree-longest-consecutive-sequence-ii/description/,树;深度优先搜索;二叉树
1182,550,Game Play Analysis IV,游戏玩法分析 IV,MEDIUM,ATTEMPTED,False,0.4318401511083128,False,game-play-analysis-iv,https://leetcode.cn/problems/game-play-analysis-iv/description/,数据库
551,551,Student Attendance Record I,学生出勤记录 I,EASY,SOLVED,False,0.5922648482640154,False,student-attendance-record-i,https://leetcode.cn/problems/student-attendance-record-i/description/,字符串
552,552,Student Attendance Record II,学生出勤记录 II,HARD,TO_DO,False,0.6250859390039326,False,student-attendance-record-ii,https://leetcode.cn/problems/student-attendance-record-ii/description/,动态规划
553,553,Optimal Division,最优除法,MEDIUM,TO_DO,False,0.647887323943662,False,optimal-division,https://leetcode.cn/problems/optimal-division/description/,数组;数学;动态规划
554,554,Brick Wall,砖墙,MEDIUM,TO_DO,False,0.5237486485200019,False,brick-wall,https://leetcode.cn/problems/brick-wall/description/,数组;哈希表
555,555,Split Concatenated Strings,分割连接字符串,MEDIUM,TO_DO,True,0.3872278193045174,False,split-concatenated-strings,https://leetcode.cn/problems/split-concatenated-strings/description/,贪心;数组;字符串
556,556,Next Greater Element III,下一个更大元素 III,MEDIUM,TO_DO,False,0.3702188479341227,False,next-greater-element-iii,https://leetcode.cn/problems/next-greater-element-iii/description/,数学;双指针;字符串
557,557,Reverse Words in a String III,反转字符串中的单词 III,EASY,TO_DO,False,0.7367969357729901,False,reverse-words-in-a-string-iii,https://leetcode.cn/problems/reverse-words-in-a-string-iii/description/,双指针;字符串
773,558,Logical OR of Two Binary Grids Represented as Quad-Trees,四叉树交集,MEDIUM,TO_DO,False,0.6254057428214732,False,logical-or-of-two-binary-grids-represented-as-quad-trees,https://leetcode.cn/problems/logical-or-of-two-binary-grids-represented-as-quad-trees/description/,树;分治
774,559,Maximum Depth of N-ary Tree,N 叉树的最大深度,EASY,TO_DO,False,0.7564215611102592,False,maximum-depth-of-n-ary-tree,https://leetcode.cn/problems/maximum-depth-of-n-ary-tree/description/,树;深度优先搜索;广度优先搜索
560,560,Subarray Sum Equals K,和为 K 的子数组,MEDIUM,TO_DO,False,0.46300341127229266,False,subarray-sum-equals-k,https://leetcode.cn/problems/subarray-sum-equals-k/description/,数组;哈希表;前缀和
561,561,Array Partition,数组拆分,EASY,TO_DO,False,0.785911409816656,False,array-partition,https://leetcode.cn/problems/array-partition/description/,贪心;数组;计数排序;排序
562,562,Longest Line of Consecutive One in Matrix,矩阵中最长的连续1线段,MEDIUM,TO_DO,True,0.50440890748767,False,longest-line-of-consecutive-one-in-matrix,https://leetcode.cn/problems/longest-line-of-consecutive-one-in-matrix/description/,数组;动态规划;矩阵
563,563,Binary Tree Tilt,二叉树的坡度,EASY,TO_DO,False,0.6784260910712335,False,binary-tree-tilt,https://leetcode.cn/problems/binary-tree-tilt/description/,树;深度优先搜索;二叉树
564,564,Find the Closest Palindrome,寻找最近的回文数,HARD,TO_DO,False,0.3045721499533454,False,find-the-closest-palindrome,https://leetcode.cn/problems/find-the-closest-palindrome/description/,数学;字符串
565,565,Array Nesting,数组嵌套,MEDIUM,TO_DO,False,0.623388136686009,False,array-nesting,https://leetcode.cn/problems/array-nesting/description/,深度优先搜索;数组
566,566,Reshape the Matrix,重塑矩阵,EASY,TO_DO,False,0.647212836546547,False,reshape-the-matrix,https://leetcode.cn/problems/reshape-the-matrix/description/,数组;矩阵;模拟
567,567,Permutation in String,字符串的排列,MEDIUM,TO_DO,False,0.46429651470477057,False,permutation-in-string,https://leetcode.cn/problems/permutation-in-string/description/,哈希表;双指针;字符串;滑动窗口
568,568,Maximum Vacation Days,最大休假天数,HARD,TO_DO,True,0.5618041139837705,False,maximum-vacation-days,https://leetcode.cn/problems/maximum-vacation-days/description/,数组;动态规划;矩阵
569,569,Median Employee Salary,员工薪水中位数,HARD,TO_DO,True,0.5780314908464546,False,median-employee-salary,https://leetcode.cn/problems/median-employee-salary/description/,数据库
570,570,Managers with at Least 5 Direct Reports,至少有5名直接下属的经理,MEDIUM,TO_DO,False,0.520738089368355,False,managers-with-at-least-5-direct-reports,https://leetcode.cn/problems/managers-with-at-least-5-direct-reports/description/,数据库
571,571,Find Median Given Frequency of Numbers,给定数字的频率查询中位数,HARD,TO_DO,True,0.46188862736983677,False,find-median-given-frequency-of-numbers,https://leetcode.cn/problems/find-median-given-frequency-of-numbers/description/,数据库
572,572,Subtree of Another Tree,另一棵树的子树,EASY,SOLVED,False,0.4934810879508191,False,subtree-of-another-tree,https://leetcode.cn/problems/subtree-of-another-tree/description/,树;深度优先搜索;二叉树;字符串匹配;哈希函数
573,573,Squirrel Simulation,松鼠模拟,MEDIUM,TO_DO,True,0.6532994923857868,False,squirrel-simulation,https://leetcode.cn/problems/squirrel-simulation/description/,数组;数学
574,574,Winning Candidate,当选者,MEDIUM,TO_DO,True,0.6648566512480168,False,winning-candidate,https://leetcode.cn/problems/winning-candidate/description/,数据库
575,575,Distribute Candies,分糖果,EASY,SOLVED,False,0.7232877340115946,False,distribute-candies,https://leetcode.cn/problems/distribute-candies/description/,数组;哈希表
576,576,Out of Boundary Paths,出界的路径数,MEDIUM,TO_DO,False,0.47476497855564703,False,out-of-boundary-paths,https://leetcode.cn/problems/out-of-boundary-paths/description/,动态规划
577,577,Employee Bonus,员工奖金,EASY,TO_DO,False,0.7026361940373038,False,employee-bonus,https://leetcode.cn/problems/employee-bonus/description/,数据库
578,578,Get Highest Answer Rate Question,查询回答率最高的问题,MEDIUM,TO_DO,True,0.41716311358377234,False,get-highest-answer-rate-question,https://leetcode.cn/problems/get-highest-answer-rate-question/description/,数据库
579,579,Find Cumulative Salary of an Employee,查询员工的累计薪水,HARD,TO_DO,True,0.4703437854174537,False,find-cumulative-salary-of-an-employee,https://leetcode.cn/problems/find-cumulative-salary-of-an-employee/description/,数据库
580,580,Count Student Number in Departments,统计各专业学生人数,MEDIUM,TO_DO,True,0.543853315599468,False,count-student-number-in-departments,https://leetcode.cn/problems/count-student-number-in-departments/description/,数据库
581,581,Shortest Unsorted Continuous Subarray,最短无序连续子数组,MEDIUM,TO_DO,False,0.4318770961175144,False,shortest-unsorted-continuous-subarray,https://leetcode.cn/problems/shortest-unsorted-continuous-subarray/description/,栈;贪心;数组;双指针;排序;单调栈
582,582,Kill Process,杀掉进程,MEDIUM,TO_DO,True,0.4917254769022158,False,kill-process,https://leetcode.cn/problems/kill-process/description/,树;深度优先搜索;广度优先搜索;数组;哈希表
583,583,Delete Operation for Two Strings,两个字符串的删除操作,MEDIUM,TO_DO,False,0.6873276142903681,False,delete-operation-for-two-strings,https://leetcode.cn/problems/delete-operation-for-two-strings/description/,字符串;动态规划
584,584,Find Customer Referee,寻找用户推荐人,EASY,TO_DO,False,0.6831811069466177,False,find-customer-referee,https://leetcode.cn/problems/find-customer-referee/description/,数据库
585,585,Investments in 2016,2016年的投资,MEDIUM,TO_DO,False,0.4837644502496368,False,investments-in-2016,https://leetcode.cn/problems/investments-in-2016/description/,数据库
586,586,Customer Placing the Largest Number of Orders,订单最多的客户,EASY,TO_DO,False,0.6634970945589013,False,customer-placing-the-largest-number-of-orders,https://leetcode.cn/problems/customer-placing-the-largest-number-of-orders/description/,数据库
587,587,Erect the Fence,安装栅栏,HARD,TO_DO,False,0.6002800452839182,False,erect-the-fence,https://leetcode.cn/problems/erect-the-fence/description/,几何;数组;数学
588,588,Design In-Memory File System,设计内存文件系统,HARD,TO_DO,True,0.44988738738738737,False,design-in-memory-file-system,https://leetcode.cn/problems/design-in-memory-file-system/description/,设计;字典树;哈希表;字符串;排序
775,589,N-ary Tree Preorder Traversal,N 叉树的前序遍历,EASY,TO_DO,False,0.7627613301529396,False,n-ary-tree-preorder-traversal,https://leetcode.cn/problems/n-ary-tree-preorder-traversal/description/,栈;树;深度优先搜索
776,590,N-ary Tree Postorder Traversal,N 叉树的后序遍历,EASY,TO_DO,False,0.7997442249389628,False,n-ary-tree-postorder-traversal,https://leetcode.cn/problems/n-ary-tree-postorder-traversal/description/,栈;树;深度优先搜索
591,591,Tag Validator,标签验证器,HARD,TO_DO,False,0.5154993665813491,False,tag-validator,https://leetcode.cn/problems/tag-validator/description/,栈;字符串
592,592,Fraction Addition and Subtraction,分数加减运算,MEDIUM,TO_DO,False,0.59956697624067,False,fraction-addition-and-subtraction,https://leetcode.cn/problems/fraction-addition-and-subtraction/description/,数学;字符串;模拟
593,593,Valid Square,有效的正方形,MEDIUM,TO_DO,False,0.4740608849475668,False,valid-square,https://leetcode.cn/problems/valid-square/description/,几何;数学
594,594,Longest Harmonious Subsequence,最长和谐子序列,EASY,TO_DO,False,0.5861763759253299,False,longest-harmonious-subsequence,https://leetcode.cn/problems/longest-harmonious-subsequence/description/,数组;哈希表;计数;排序;滑动窗口
595,595,Big Countries,大的国家,EASY,SOLVED,False,0.6654779305132282,False,big-countries,https://leetcode.cn/problems/big-countries/description/,数据库
596,596,Classes With at Least 5 Students,超过 5 名学生的课,EASY,SOLVED,False,0.5825439799295947,False,classes-with-at-least-5-students,https://leetcode.cn/problems/classes-with-at-least-5-students/description/,数据库
597,597,Friend Requests I: Overall Acceptance Rate,好友申请 I：总体通过率,EASY,TO_DO,True,0.42658168083097264,False,friend-requests-i-overall-acceptance-rate,https://leetcode.cn/problems/friend-requests-i-overall-acceptance-rate/description/,数据库
598,598,Range Addition II,区间加法 II,EASY,ATTEMPTED,False,0.6131007520685812,False,range-addition-ii,https://leetcode.cn/problems/range-addition-ii/description/,数组;数学
599,599,Minimum Index Sum of Two Lists,两个列表的最小索引总和,EASY,TO_DO,False,0.5838081867481487,False,minimum-index-sum-of-two-lists,https://leetcode.cn/problems/minimum-index-sum-of-two-lists/description/,数组;哈希表;字符串
600,600,Non-negative Integers without Consecutive Ones,不含连续1的非负整数,HARD,TO_DO,False,0.5181626435434732,False,non-negative-integers-without-consecutive-ones,https://leetcode.cn/problems/non-negative-integers-without-consecutive-ones/description/,动态规划
601,601,Human Traffic of Stadium,体育馆的人流量,HARD,TO_DO,False,0.4975614539748954,False,human-traffic-of-stadium,https://leetcode.cn/problems/human-traffic-of-stadium/description/,数据库
602,602,Friend Requests II: Who Has the Most Friends,好友申请 II ：谁有最多的好友,MEDIUM,TO_DO,False,0.6258278145695364,False,friend-requests-ii-who-has-the-most-friends,https://leetcode.cn/problems/friend-requests-ii-who-has-the-most-friends/description/,数据库
603,603,Consecutive Available Seats,连续空余座位,EASY,TO_DO,True,0.6166608539684121,False,consecutive-available-seats,https://leetcode.cn/problems/consecutive-available-seats/description/,数据库
604,604,Design Compressed String Iterator,迭代压缩字符串,EASY,TO_DO,True,0.38493333333333335,False,design-compressed-string-iterator,https://leetcode.cn/problems/design-compressed-string-iterator/description/,设计;数组;字符串;迭代器
605,605,Can Place Flowers,种花问题,EASY,TO_DO,False,0.3224804036846727,False,can-place-flowers,https://leetcode.cn/problems/can-place-flowers/description/,贪心;数组
606,606,Construct String from Binary Tree,根据二叉树创建字符串,MEDIUM,TO_DO,False,0.6220367232805764,False,construct-string-from-binary-tree,https://leetcode.cn/problems/construct-string-from-binary-tree/description/,树;深度优先搜索;字符串;二叉树
607,607,Sales Person,销售员,EASY,TO_DO,False,0.6513513513513514,False,sales-person,https://leetcode.cn/problems/sales-person/description/,数据库
608,608,Tree Node,树节点,MEDIUM,TO_DO,False,0.6455115974002743,False,tree-node,https://leetcode.cn/problems/tree-node/description/,数据库
609,609,Find Duplicate File in System,在系统中查找重复文件,MEDIUM,SOLVED,False,0.5577678181890294,False,find-duplicate-file-in-system,https://leetcode.cn/problems/find-duplicate-file-in-system/description/,数组;哈希表;字符串
610,610,Triangle Judgement,判断三角形,EASY,TO_DO,False,0.7269066343726747,False,triangle-judgement,https://leetcode.cn/problems/triangle-judgement/description/,数据库
611,611,Valid Triangle Number,有效三角形的个数,MEDIUM,TO_DO,False,0.5551199591628382,False,valid-triangle-number,https://leetcode.cn/problems/valid-triangle-number/description/,贪心;数组;双指针;二分查找;排序
612,612,Shortest Distance in a Plane,平面上的最近距离,MEDIUM,TO_DO,True,0.6340127343221997,False,shortest-distance-in-a-plane,https://leetcode.cn/problems/shortest-distance-in-a-plane/description/,数据库
613,613,Shortest Distance in a Line,直线上的最近距离,EASY,TO_DO,True,0.7892270371595546,False,shortest-distance-in-a-line,https://leetcode.cn/problems/shortest-distance-in-a-line/description/,数据库
614,614,Second Degree Follower,二级关注者,MEDIUM,TO_DO,True,0.39188025826648404,False,second-degree-follower,https://leetcode.cn/problems/second-degree-follower/description/,数据库
615,615,Average Salary: Departments VS Company,平均工资：部门与公司比较,HARD,TO_DO,True,0.44547432138465903,False,average-salary-departments-vs-company,https://leetcode.cn/problems/average-salary-departments-vs-company/description/,数据库
616,616,Add Bold Tag in String,给字符串添加加粗标签,MEDIUM,TO_DO,True,0.5230821452817379,False,add-bold-tag-in-string,https://leetcode.cn/problems/add-bold-tag-in-string/description/,字典树;数组;哈希表;字符串;字符串匹配
617,617,Merge Two Binary Trees,合并二叉树,EASY,TO_DO,False,0.7970301009797826,False,merge-two-binary-trees,https://leetcode.cn/problems/merge-two-binary-trees/description/,树;深度优先搜索;广度优先搜索;二叉树
618,618,Students Report By Geography,学生地理信息报告,HARD,TO_DO,True,0.6155263540706978,False,students-report-by-geography,https://leetcode.cn/problems/students-report-by-geography/description/,数据库
619,619,Biggest Single Number,只出现一次的最大数字,EASY,TO_DO,False,0.6038290759024186,False,biggest-single-number,https://leetcode.cn/problems/biggest-single-number/description/,数据库
620,620,Not Boring Movies,有趣的电影,EASY,TO_DO,False,0.7796670529909937,False,not-boring-movies,https://leetcode.cn/problems/not-boring-movies/description/,数据库
621,621,Task Scheduler,任务调度器,MEDIUM,TO_DO,False,0.6097839749167806,False,task-scheduler,https://leetcode.cn/problems/task-scheduler/description/,贪心;数组;哈希表;计数;排序;堆（优先队列）
860,622,Design Circular Queue,设计循环队列,MEDIUM,TO_DO,False,0.471475344509125,False,design-circular-queue,https://leetcode.cn/problems/design-circular-queue/description/,设计;队列;数组;链表
623,623,Add One Row to Tree,在二叉树中增加一行,MEDIUM,TO_DO,False,0.60399040282864,False,add-one-row-to-tree,https://leetcode.cn/problems/add-one-row-to-tree/description/,树;深度优先搜索;广度优先搜索;二叉树
624,624,Maximum Distance in Arrays,数组列表中的最大距离,MEDIUM,TO_DO,False,0.4533863396877095,False,maximum-distance-in-arrays,https://leetcode.cn/problems/maximum-distance-in-arrays/description/,贪心;数组
625,625,Minimum Factorization,最小因式分解,MEDIUM,TO_DO,True,0.33625230027285996,False,minimum-factorization,https://leetcode.cn/problems/minimum-factorization/description/,贪心;数学
626,626,Exchange Seats,换座位,MEDIUM,TO_DO,False,0.7089026627234757,False,exchange-seats,https://leetcode.cn/problems/exchange-seats/description/,数据库
627,627,Swap Sex of Employees,变更性别,EASY,TO_DO,False,0.8263459353392614,False,swap-sex-of-employees,https://leetcode.cn/problems/swap-sex-of-employees/description/,数据库
628,628,Maximum Product of Three Numbers,三个数的最大乘积,EASY,TO_DO,False,0.5183850771228323,False,maximum-product-of-three-numbers,https://leetcode.cn/problems/maximum-product-of-three-numbers/description/,数组;数学;排序
629,629,K Inverse Pairs Array,K 个逆序对数组,HARD,SOLVED,False,0.4977479087724315,False,k-inverse-pairs-array,https://leetcode.cn/problems/k-inverse-pairs-array/description/,动态规划
630,630,Course Schedule III,课程表 III,HARD,TO_DO,False,0.488985142750687,False,course-schedule-iii,https://leetcode.cn/problems/course-schedule-iii/description/,贪心;数组;排序;堆（优先队列）
631,631,Design Excel Sum Formula,设计 Excel 求和公式,HARD,TO_DO,True,0.34297078170414563,False,design-excel-sum-formula,https://leetcode.cn/problems/design-excel-sum-formula/description/,图;设计;拓扑排序;数组;哈希表;字符串;矩阵
632,632,Smallest Range Covering Elements from K Lists,最小区间,HARD,TO_DO,False,0.6444150336948155,False,smallest-range-covering-elements-from-k-lists,https://leetcode.cn/problems/smallest-range-covering-elements-from-k-lists/description/,贪心;数组;哈希表;排序;滑动窗口;堆（优先队列）
633,633,Sum of Square Numbers,平方数之和,MEDIUM,TO_DO,False,0.38577618311903333,False,sum-of-square-numbers,https://leetcode.cn/problems/sum-of-square-numbers/description/,数学;双指针;二分查找
634,634,Find the Derangement of An Array,寻找数组的错位排列,MEDIUM,TO_DO,True,0.46097031136857347,False,find-the-derangement-of-an-array,https://leetcode.cn/problems/find-the-derangement-of-an-array/description/,数学;动态规划;组合数学
635,635,Design Log Storage System,设计日志存储系统,MEDIUM,TO_DO,True,0.5303540684182948,False,design-log-storage-system,https://leetcode.cn/problems/design-log-storage-system/description/,设计;哈希表;字符串;有序集合
636,636,Exclusive Time of Functions,函数的独占时间,MEDIUM,TO_DO,False,0.6605774161804044,False,exclusive-time-of-functions,https://leetcode.cn/problems/exclusive-time-of-functions/description/,栈;数组
637,637,Average of Levels in Binary Tree,二叉树的层平均值,EASY,TO_DO,False,0.7207058235588089,False,average-of-levels-in-binary-tree,https://leetcode.cn/problems/average-of-levels-in-binary-tree/description/,树;深度优先搜索;广度优先搜索;二叉树
638,638,Shopping Offers,大礼包,MEDIUM,SOLVED,False,0.6226615064007145,False,shopping-offers,https://leetcode.cn/problems/shopping-offers/description/,位运算;记忆化;数组;动态规划;回溯;位掩码
639,639,Decode Ways II,解码方法 II,HARD,TO_DO,False,0.36196872281282494,False,decode-ways-ii,https://leetcode.cn/problems/decode-ways-ii/description/,字符串;动态规划
640,640,Solve the Equation,求解方程,MEDIUM,TO_DO,False,0.44405478159218387,False,solve-the-equation,https://leetcode.cn/problems/solve-the-equation/description/,数学;字符串;模拟
859,641,Design Circular Deque,设计循环双端队列,MEDIUM,TO_DO,False,0.564242428459114,False,design-circular-deque,https://leetcode.cn/problems/design-circular-deque/description/,设计;队列;数组;链表
642,642,Design Search Autocomplete System,设计搜索自动补全系统,HARD,TO_DO,True,0.5377831838224114,False,design-search-autocomplete-system,https://leetcode.cn/problems/design-search-autocomplete-system/description/,深度优先搜索;设计;字典树;字符串;数据流;排序;堆（优先队列）
643,643,Maximum Average Subarray I,子数组最大平均数 I,EASY,TO_DO,False,0.4430197732401893,False,maximum-average-subarray-i,https://leetcode.cn/problems/maximum-average-subarray-i/description/,数组;滑动窗口
644,644,Maximum Average Subarray II,子数组最大平均数 II,HARD,TO_DO,True,0.4554521276595745,False,maximum-average-subarray-ii,https://leetcode.cn/problems/maximum-average-subarray-ii/description/,数组;二分查找;前缀和
645,645,Set Mismatch,错误的集合,EASY,TO_DO,False,0.38171381105655844,False,set-mismatch,https://leetcode.cn/problems/set-mismatch/description/,位运算;数组;哈希表;排序
646,646,Maximum Length of Pair Chain,最长数对链,MEDIUM,TO_DO,False,0.6439636577554089,False,maximum-length-of-pair-chain,https://leetcode.cn/problems/maximum-length-of-pair-chain/description/,贪心;数组;动态规划;排序
647,647,Palindromic Substrings,回文子串,MEDIUM,TO_DO,False,0.68201878571462,False,palindromic-substrings,https://leetcode.cn/problems/palindromic-substrings/description/,双指针;字符串;动态规划
648,648,Replace Words,单词替换,MEDIUM,TO_DO,False,0.6389729078085861,False,replace-words,https://leetcode.cn/problems/replace-words/description/,字典树;数组;哈希表;字符串
649,649,Dota2 Senate,Dota2 参议院,MEDIUM,TO_DO,False,0.501081281033477,False,dota2-senate,https://leetcode.cn/problems/dota2-senate/description/,贪心;队列;字符串
650,650,2 Keys Keyboard,两个键的键盘,MEDIUM,SOLVED,False,0.5799516238945012,False,2-keys-keyboard,https://leetcode.cn/problems/2-keys-keyboard/description/,数学;动态规划
651,651,4 Keys Keyboard,四个键的键盘,MEDIUM,TO_DO,True,0.6083486075799681,False,4-keys-keyboard,https://leetcode.cn/problems/4-keys-keyboard/description/,数学;动态规划
652,652,Find Duplicate Subtrees,寻找重复的子树,MEDIUM,TO_DO,False,0.6171696281139083,False,find-duplicate-subtrees,https://leetcode.cn/problems/find-duplicate-subtrees/description/,树;深度优先搜索;哈希表;二叉树
653,653,Two Sum IV - Input is a BST,两数之和 IV - 输入二叉搜索树,EASY,SOLVED,False,0.6374296795499491,False,two-sum-iv-input-is-a-bst,https://leetcode.cn/problems/two-sum-iv-input-is-a-bst/description/,树;深度优先搜索;广度优先搜索;二叉搜索树;哈希表;双指针;二叉树
